id,user_id,meal_id,date_ordered,date_received
698,305,809,5/26/2021,4/7/2021
699,268,14,7/16/2021,3/3/2021
700,243,233,6/23/2021,11/7/2020
701,352,762,6/5/2021,10/27/2020
702,169,720,2/9/2021,7/17/2021
703,318,929,3/8/2021,8/18/2021
704,201,491,4/21/2021,6/16/2021
705,419,700,12/24/2020,11/17/2020
706,250,409,10/9/2021,3/24/2021
707,72,338,12/23/2020,5/15/2021
708,494,208,6/21/2021,12/30/2020
709,306,242,9/27/2021,10/5/2021
710,337,523,12/3/2020,8/19/2021
711,211,314,5/10/2021,12/5/2020
712,474,954,4/6/2021,1/30/2021
713,272,998,5/1/2021,2/8/2021
714,485,617,5/2/2021,6/3/2021
715,261,508,11/23/2020,11/7/2020
716,168,763,3/18/2021,5/4/2021
717,61,233,1/7/2021,11/21/2020
718,218,841,2/22/2021,6/11/2021
719,335,340,12/7/2020,7/13/2021
720,224,479,2/13/2021,6/4/2021
721,33,772,10/14/2021,4/14/2021
722,195,415,5/26/2021,8/16/2021
723,449,626,6/13/2021,8/20/2021
724,402,139,6/18/2021,7/21/2021
725,134,63,6/25/2021,5/31/2021
726,250,509,8/6/2021,7/6/2021
727,489,941,1/31/2021,1/26/2021
728,416,99,6/19/2021,10/10/2021
729,212,412,1/17/2021,10/7/2021
730,87,412,7/18/2021,8/17/2021
731,18,816,10/3/2021,12/24/2020
732,262,857,12/26/2020,3/6/2021
733,360,552,5/1/2021,8/13/2021
734,165,964,3/24/2021,5/2/2021
735,290,229,11/9/2020,1/2/2021
736,374,653,3/4/2021,9/16/2021
737,83,817,8/20/2021,2/26/2021
738,454,717,8/11/2021,12/9/2020
739,21,954,12/28/2020,9/3/2021
740,346,967,8/31/2021,7/21/2021
741,312,254,3/10/2021,6/27/2021
742,224,33,4/7/2021,5/22/2021
743,473,85,4/14/2021,1/10/2021
744,355,454,2/27/2021,2/2/2021
745,57,909,8/20/2021,3/22/2021
746,374,127,12/28/2020,12/1/2020
747,403,481,6/24/2021,3/16/2021
748,322,632,1/2/2021,6/5/2021
749,34,704,7/4/2021,6/25/2021
750,266,303,10/11/2021,1/6/2021
751,430,386,12/30/2020,12/10/2020
752,422,611,12/26/2020,8/1/2021
753,465,110,8/14/2021,10/22/2020
754,10,29,3/26/2021,5/31/2021
755,447,693,10/31/2020,7/9/2021
756,257,821,2/12/2021,8/25/2021
757,212,545,7/14/2021,4/5/2021
758,470,419,10/24/2020,11/26/2020
759,284,579,12/6/2020,7/22/2021
760,393,11,12/7/2020,5/2/2021
761,272,47,11/6/2020,2/24/2021
762,196,305,11/21/2020,1/14/2021
763,461,98,8/4/2021,12/27/2020
764,180,288,6/16/2021,8/9/2021
765,336,596,3/5/2021,3/7/2021
766,68,385,3/28/2021,10/1/2021
767,315,205,5/15/2021,6/29/2021
768,51,831,12/20/2020,3/18/2021
769,228,461,11/22/2020,12/4/2020
770,445,659,10/2/2021,3/14/2021
771,104,957,3/12/2021,2/11/2021
772,9,302,6/20/2021,8/29/2021
773,55,39,10/13/2021,5/18/2021
774,121,356,5/3/2021,8/7/2021
775,451,176,2/2/2021,7/1/2021
776,266,609,3/30/2021,11/24/2020
777,99,997,8/19/2021,5/16/2021
778,294,365,2/23/2021,8/13/2021
779,236,629,6/6/2021,10/20/2020
780,195,91,7/2/2021,5/18/2021
781,11,664,11/13/2020,2/27/2021
782,213,74,1/9/2021,5/5/2021
783,211,490,1/4/2021,2/16/2021
784,288,818,4/27/2021,2/2/2021
785,337,127,11/21/2020,11/16/2020
786,349,283,1/20/2021,4/1/2021
787,435,7,1/25/2021,3/11/2021
788,395,595,2/8/2021,5/10/2021
789,8,726,6/3/2021,4/27/2021
790,159,420,11/16/2020,8/12/2021
791,96,726,3/31/2021,7/20/2021
792,206,122,1/29/2021,6/11/2021
793,348,878,7/18/2021,6/19/2021
794,156,238,3/26/2021,6/24/2021
795,107,812,4/18/2021,4/21/2021
796,376,780,9/22/2021,11/22/2020
797,95,703,7/16/2021,3/6/2021
798,453,592,6/15/2021,3/17/2021
799,360,438,9/27/2021,3/24/2021
800,110,509,3/10/2021,11/19/2020
801,150,723,8/28/2021,3/26/2021
802,347,483,11/27/2020,12/6/2020
803,11,53,3/30/2021,3/31/2021
804,253,80,4/22/2021,1/4/2021
805,242,534,2/16/2021,4/2/2021
806,371,829,6/24/2021,12/15/2020
807,273,765,8/7/2021,12/16/2020
808,186,393,12/1/2020,9/21/2021
809,414,293,8/31/2021,9/20/2021
810,320,749,12/18/2020,8/8/2021
811,479,683,12/22/2020,5/9/2021
812,454,150,7/13/2021,7/27/2021
813,372,10,8/2/2021,10/30/2020
814,307,66,2/14/2021,4/20/2021
815,281,480,3/4/2021,3/16/2021
816,138,3,6/14/2021,1/23/2021
817,166,81,8/4/2021,6/18/2021
818,391,857,1/31/2021,9/8/2021
819,143,50,4/23/2021,10/5/2021
820,492,186,4/28/2021,11/2/2020
821,79,938,2/27/2021,2/12/2021
822,425,384,8/17/2021,12/21/2020
823,171,230,9/13/2021,6/8/2021
824,123,543,9/18/2021,10/10/2021
825,361,92,9/6/2021,9/2/2021
826,214,8,2/27/2021,7/2/2021
827,213,1000,11/15/2020,6/5/2021
828,256,676,2/16/2021,10/22/2020
829,108,597,11/23/2020,12/11/2020
830,179,736,8/6/2021,10/6/2021
831,391,278,6/1/2021,6/27/2021
832,206,35,3/19/2021,2/15/2021
833,71,137,10/20/2020,7/15/2021
834,89,789,12/10/2020,4/24/2021
835,17,603,9/18/2021,12/15/2020
836,297,646,1/16/2021,6/26/2021
837,319,986,9/22/2021,7/5/2021
838,119,515,1/17/2021,10/5/2021
839,370,415,4/24/2021,4/15/2021
840,375,978,3/14/2021,4/22/2021
841,25,147,4/24/2021,4/11/2021
842,478,321,3/18/2021,5/3/2021
843,141,716,11/12/2020,6/13/2021
844,57,220,12/11/2020,6/16/2021
845,284,720,5/19/2021,12/22/2020
846,192,516,3/20/2021,3/27/2021
847,129,578,4/18/2021,6/14/2021
848,234,383,12/5/2020,8/26/2021
849,472,145,3/12/2021,9/25/2021
850,432,844,8/17/2021,1/2/2021
851,295,774,3/16/2021,12/20/2020
852,154,869,6/9/2021,8/30/2021
853,245,668,12/15/2020,1/18/2021
854,317,661,4/10/2021,6/14/2021
855,368,793,10/26/2020,3/11/2021
856,42,840,9/15/2021,2/11/2021
857,362,295,8/29/2021,7/7/2021
858,43,106,8/25/2021,11/13/2020
859,374,58,10/6/2021,12/29/2020
860,138,783,6/12/2021,1/29/2021
861,454,452,7/19/2021,9/23/2021
862,335,229,7/10/2021,5/23/2021
863,241,120,10/25/2020,3/26/2021
864,138,943,8/31/2021,7/20/2021
865,15,449,8/20/2021,5/6/2021
866,360,571,1/23/2021,5/9/2021
867,209,859,6/23/2021,9/28/2021
868,306,357,7/3/2021,5/10/2021
869,369,783,7/11/2021,10/30/2020
870,221,338,2/8/2021,9/3/2021
871,411,644,3/15/2021,11/24/2020
872,188,947,1/19/2021,9/20/2021
873,72,375,2/19/2021,10/29/2020
874,448,226,6/2/2021,2/24/2021
875,407,595,5/17/2021,6/30/2021
876,61,365,11/6/2020,12/5/2020
877,156,191,1/26/2021,3/26/2021
878,75,286,1/19/2021,10/24/2020
879,135,387,1/2/2021,7/20/2021
880,286,216,7/22/2021,3/6/2021
881,406,128,12/29/2020,11/13/2020
882,311,751,8/4/2021,10/29/2020
883,455,234,10/30/2020,7/22/2021
884,379,983,3/16/2021,4/14/2021
885,324,253,3/1/2021,10/7/2021
886,246,565,10/13/2021,8/11/2021
887,202,210,1/5/2021,11/25/2020
888,12,390,7/31/2021,10/26/2020
889,48,460,12/13/2020,12/14/2020
890,418,920,3/29/2021,11/20/2020
891,385,49,10/29/2020,6/8/2021
892,111,273,10/24/2020,6/12/2021
893,98,850,12/29/2020,10/10/2021
894,418,563,12/29/2020,9/3/2021
895,161,972,8/5/2021,2/20/2021
896,301,950,3/4/2021,2/1/2021
897,447,289,5/30/2021,12/10/2020
898,409,73,10/13/2021,7/21/2021
899,189,332,10/12/2021,7/25/2021
900,310,610,12/16/2020,7/12/2021
901,260,428,11/15/2020,3/13/2021
902,319,412,3/23/2021,10/22/2020
903,52,266,10/1/2021,4/21/2021
904,368,727,8/29/2021,6/19/2021
905,451,129,11/27/2020,11/22/2020
906,98,471,4/20/2021,11/7/2020
907,55,493,4/2/2021,9/12/2021
908,44,277,9/3/2021,11/8/2020
909,93,2,9/20/2021,12/16/2020
910,88,935,7/22/2021,7/22/2021
911,494,132,5/16/2021,7/31/2021
912,8,701,7/13/2021,11/1/2020
913,259,514,1/20/2021,9/28/2021
914,364,857,2/3/2021,1/23/2021
915,420,589,5/4/2021,2/19/2021
916,488,951,12/11/2020,9/28/2021
917,140,589,7/19/2021,5/26/2021
918,23,182,1/30/2021,3/7/2021
919,73,639,3/25/2021,7/24/2021
920,434,648,8/16/2021,9/30/2021
921,99,471,3/8/2021,9/18/2021
922,135,63,4/20/2021,10/6/2021
923,461,981,2/7/2021,4/5/2021
924,411,462,12/19/2020,1/31/2021
925,136,710,6/15/2021,6/21/2021
926,208,131,9/22/2021,1/16/2021
927,28,555,2/11/2021,8/26/2021
928,7,107,10/12/2021,12/17/2020
929,161,666,2/2/2021,6/8/2021
930,345,111,8/16/2021,1/23/2021
931,390,94,4/19/2021,5/10/2021
932,415,643,3/6/2021,2/20/2021
933,360,669,3/22/2021,10/23/2020
934,186,374,12/17/2020,1/4/2021
935,87,519,5/7/2021,7/3/2021
936,94,556,4/27/2021,4/28/2021
937,318,853,2/28/2021,10/10/2021
938,55,938,1/22/2021,5/30/2021
939,70,240,3/8/2021,11/23/2020
940,247,859,11/7/2020,1/6/2021
941,11,416,6/8/2021,8/15/2021
942,393,437,5/29/2021,7/25/2021
943,226,166,10/14/2021,7/12/2021
944,260,72,7/28/2021,12/3/2020
945,66,936,12/26/2020,5/9/2021
946,296,704,8/30/2021,1/20/2021
947,414,162,3/26/2021,3/5/2021
948,95,2,6/8/2021,7/4/2021
949,390,340,4/10/2021,12/15/2020
950,149,313,10/11/2021,9/24/2021
951,439,951,1/2/2021,9/8/2021
952,202,535,2/8/2021,8/21/2021
953,161,198,10/1/2021,12/29/2020
954,473,497,6/29/2021,6/15/2021
955,143,54,1/9/2021,3/5/2021
956,50,475,10/8/2021,9/12/2021
957,288,682,1/23/2021,3/27/2021
958,168,893,2/11/2021,1/27/2021
959,212,345,7/29/2021,5/23/2021
960,385,167,6/1/2021,9/27/2021
961,10,295,8/24/2021,11/23/2020
962,353,582,7/9/2021,1/1/2021
963,304,721,12/5/2020,9/14/2021
964,252,706,4/1/2021,5/20/2021
965,63,603,5/31/2021,3/6/2021
966,399,458,9/1/2021,4/20/2021
967,155,516,4/16/2021,12/18/2020
968,233,966,12/24/2020,10/3/2021
969,24,203,7/31/2021,4/11/2021
970,392,844,6/19/2021,4/23/2021
971,26,596,3/7/2021,8/23/2021
972,224,733,11/18/2020,3/3/2021
973,292,264,9/16/2021,6/20/2021
974,223,108,8/13/2021,8/11/2021
975,318,188,9/18/2021,11/25/2020
976,21,78,2/18/2021,12/2/2020
977,447,484,6/12/2021,10/15/2021
978,451,984,8/3/2021,12/26/2020
979,212,135,4/23/2021,1/6/2021
980,453,28,4/28/2021,9/4/2021
981,458,426,12/28/2020,10/25/2020
982,27,529,1/15/2021,9/21/2021
983,115,902,5/24/2021,5/18/2021
984,443,394,4/28/2021,9/7/2021
985,295,507,7/30/2021,11/28/2020
986,233,929,3/16/2021,2/17/2021
987,127,500,12/17/2020,5/10/2021
988,401,733,6/18/2021,9/3/2021
989,383,493,6/19/2021,10/22/2020
990,187,581,9/11/2021,10/25/2020
991,341,205,7/8/2021,2/14/2021
992,143,405,6/26/2021,3/20/2021
993,219,227,5/20/2021,3/5/2021
994,22,503,7/2/2021,8/14/2021
995,62,878,2/12/2021,4/7/2021
996,88,814,1/26/2021,4/26/2021
997,14,758,10/20/2020,10/14/2021
998,367,267,6/24/2021,1/14/2021
999,214,954,5/19/2021,11/14/2020
1000,356,739,10/31/2020,10/8/2021
