id,meal_name,photo,description,time,low_calorie,vegetarian,pescatarian,vegan,halal,spicy,easy_prep,easy_cleanup
253,Octinoxate,http://dummyimage.com/180x100.png/5fa2dd/ffffff,"Insert Infusion Dev in L Ext Iliac Vein, Perc Endo",9,false,true,true,true,false,false,true,false
254,Lorazepam,http://dummyimage.com/160x100.png/ff4444/ffffff,"Assistance with Resp Ventilation, >96 Hrs, Intermit Neg Air",19,true,true,true,true,false,true,true,false
255,UREA,http://dummyimage.com/162x100.png/ff4444/ffffff,"Supplement Small Intestine with Synth Sub, Open Approach",6,true,true,false,false,false,false,true,false
256,"Octinoxate, Titanium Dioxide, and Zinc Oxide",http://dummyimage.com/174x100.png/ff4444/ffffff,Tomo Nucl Med Imag of Head & Neck using Fluorine 18,22,false,false,false,true,true,false,true,false
257,Western Ragweed,http://dummyimage.com/159x100.png/dddddd/000000,"Occlusion of Right Ureter with Intraluminal Device, Endo",25,false,false,true,true,true,true,true,false
258,darbepoetin alfa,http://dummyimage.com/210x100.png/ff4444/ffffff,"Destruction of Back Skin, Multiple, External Approach",3,true,true,false,true,true,true,false,false
259,Petrolatum,http://dummyimage.com/194x100.png/cc0000/ffffff,"Release Left Upper Femur, Open Approach",23,true,true,false,true,false,true,true,true
260,ONDANSETRON HYDROCHLORIDE,http://dummyimage.com/224x100.png/dddddd/000000,"Bypass Left Common Iliac Artery to L Int Ilia, Open Approach",30,false,true,true,true,false,false,true,true
261,Ketoconazole,http://dummyimage.com/208x100.png/ff4444/ffffff,"Supplement Left Hip Muscle with Nonaut Sub, Open Approach",8,true,false,false,true,true,false,true,true
262,Simvastatin,http://dummyimage.com/144x100.png/ff4444/ffffff,"Extirpation of Matter from Appendix, Open Approach",25,true,false,false,false,true,false,false,false
263,Oxaliplatin,http://dummyimage.com/214x100.png/ff4444/ffffff,"Reposition Right Lacrimal Bone, Open Approach",18,true,false,false,true,false,false,true,true
264,Alcohol,http://dummyimage.com/110x100.png/ff4444/ffffff,"Excision of Olfactory Nerve, Open Approach, Diagnostic",15,true,false,true,false,true,true,true,true
265,Hydrocortisone,http://dummyimage.com/158x100.png/cc0000/ffffff,"Supplement Lumbar Vertebra with Synth Sub, Perc Approach",13,false,true,true,false,false,true,true,true
266,ETHYL ALCOHOL,http://dummyimage.com/234x100.png/ff4444/ffffff,"Supplement L Ext Iliac Vein with Autol Sub, Perc Approach",25,true,false,false,false,true,false,false,true
267,"Glycerin, Hypromellose, Polyethylene glycol 400",http://dummyimage.com/233x100.png/ff4444/ffffff,"Alteration of Right Upper Extremity, Percutaneous Approach",14,true,false,true,false,true,false,true,false
268,Simethicone 180 mg,http://dummyimage.com/148x100.png/ff4444/ffffff,"Bypass R Fallopian Tube to L Fallop w Autol Sub, Open",11,false,true,true,false,false,true,false,true
269,Guaifenesin,http://dummyimage.com/127x100.png/5fa2dd/ffffff,"Extraction of Left Frontal Sinus, Percutaneous Approach",18,true,false,true,true,true,true,true,true
270,pancrelipase,http://dummyimage.com/134x100.png/dddddd/000000,"Drainage of Vagina, Via Natural or Artificial Opening, Diagn",21,true,true,true,true,false,true,true,false
271,Isradipine,http://dummyimage.com/137x100.png/dddddd/000000,"Revision of Drain Dev in Peritoneum, Perc Endo Approach",29,true,false,false,true,false,false,false,true
272,Sulfamethoxazole and Trimethoprim,http://dummyimage.com/225x100.png/5fa2dd/ffffff,"Dilate L Foot Art, Bifurc, w Intralum Dev, Perc",21,false,true,true,false,false,true,true,true
273,Amoxicillin,http://dummyimage.com/111x100.png/cc0000/ffffff,"Fusion T-lum Jt w Synth Sub, Post Appr A Col, Open",7,true,false,false,true,false,false,true,true
274,Levofloxacin,http://dummyimage.com/188x100.png/5fa2dd/ffffff,"Release Right Palatine Bone, Open Approach",25,true,false,false,false,true,false,false,true
275,"AVOBENZONE, OCTINOXATE, OCTISALATE, OXYBENZONE",http://dummyimage.com/158x100.png/dddddd/000000,"Revision of Spacer in Left Hip Joint, Perc Endo Approach",20,true,false,true,false,false,false,true,false
276,Nicotine Polacrilex,http://dummyimage.com/111x100.png/ff4444/ffffff,"Release Thoracolumbar Vertebral Disc, External Approach",6,true,false,true,false,true,false,true,false
277,Ranitidine,http://dummyimage.com/182x100.png/cc0000/ffffff,"Replacement of Innom Art with Synth Sub, Perc Endo Approach",5,false,false,true,true,true,false,false,true
278,"Aconite 30c, Belladonna 30c, Chamomilla 30c, Cimicifuga 30c, Ignatia 30c, Lachesis 30c, Pulsatilla 30c, Sepia 30c, Nux Vomica 30c Sulphur 30c",http://dummyimage.com/151x100.png/dddddd/000000,"Excision of L Metatarsophal Jt, Perc Approach, Diagn",22,true,true,true,true,true,true,true,false
279,Doxazosin Mesylate,http://dummyimage.com/250x100.png/dddddd/000000,"Destruction of L Up Extrem Lymph, Perc Endo Approach",24,false,false,true,true,true,false,false,true
280,Sodium Acetate,http://dummyimage.com/131x100.png/5fa2dd/ffffff,"Dilate Mitral Valve w Drug-elut Intra, Perc Endo",19,true,true,false,false,false,false,true,false
281,Olanzapine,http://dummyimage.com/204x100.png/5fa2dd/ffffff,"Replacement of L Hepatic Duct with Synth Sub, Open Approach",23,true,true,true,true,true,true,false,false
282,not applicable,http://dummyimage.com/136x100.png/dddddd/000000,"Supplement Left Hand with Synth Sub, Open Approach",7,true,false,true,false,false,false,false,true
283,Hydrochlorothiazide,http://dummyimage.com/177x100.png/cc0000/ffffff,"Repair Left Ventricle, Percutaneous Endoscopic Approach",30,true,false,false,true,true,true,true,true
284,"Triticum aestivum, Glycyrrhiza glabra, Lappa major, Phytolacca decandra, Rhamnus purshiana, Trifolium pratense, Nitricum acidum,",http://dummyimage.com/159x100.png/5fa2dd/ffffff,"Revision of Nonaut Sub in R Sacroiliac Jt, Open Approach",24,true,false,false,false,false,false,true,true
285,"Calcarea silicata, Lithium carbonicum, Natrum muriaticum, Phytolacca decandra, Sarsaparilla, Sulphur iodatum, Thyroidinum,",http://dummyimage.com/240x100.png/5fa2dd/ffffff,"Repair Ascending Colon, Percutaneous Approach",11,true,true,false,true,false,false,true,true
286,vilazodone hydrochloride,http://dummyimage.com/221x100.png/cc0000/ffffff,"Supplement Chordae Tendineae with Synth Sub, Open Approach",23,true,true,false,false,true,true,false,false
287,Lidocaine Hydrochloride,http://dummyimage.com/233x100.png/ff4444/ffffff,"Supplement L Up Arm Tendon with Synth Sub, Open Approach",19,false,false,true,true,true,true,false,true
288,CHLOROXYLENOL,http://dummyimage.com/183x100.png/ff4444/ffffff,"Replace of L Innom Vein with Autol Sub, Perc Endo Approach",15,true,true,true,true,false,true,false,true
289,Acamprosate Calcium,http://dummyimage.com/142x100.png/cc0000/ffffff,"Occlusion of Lower Vein with Extralum Dev, Perc Approach",3,false,false,false,false,true,false,false,false
290,"Loratadine, Pseudoephedrine",http://dummyimage.com/204x100.png/ff4444/ffffff,"Replacement of Pancreatic Duct with Synth Sub, Open Approach",10,true,true,false,false,false,true,false,false
291,ketorolac tromethamine,http://dummyimage.com/143x100.png/ff4444/ffffff,"Bypass Sup Vena Cava to L Pulm Vn w Synth Sub, Open",7,true,true,true,true,false,false,true,false
292,Citalopram,http://dummyimage.com/249x100.png/cc0000/ffffff,HDR Brachytherapy of Hard Palate using Palladium 103,22,false,true,false,false,true,true,false,false
293,"folic acid, ascorbic acid, cholecalciferol, .alpha.-tocopherol, pyridoxine, cyanocobalamin, biotin, calcium carbonate, ferrous fumarate, potassium iodide, magnesium oxide, doconexent and icosapent",http://dummyimage.com/108x100.png/5fa2dd/ffffff,"Drainage of Aortic Body, Open Approach, Diagnostic",6,false,true,false,false,true,false,true,true
294,Pravastatin Sodium,http://dummyimage.com/121x100.png/5fa2dd/ffffff,"Supplement R Innom Vein with Nonaut Sub, Perc Endo Approach",28,true,true,false,false,false,true,false,false
295,"BENZOCAINE, MENTHOL",http://dummyimage.com/168x100.png/ff4444/ffffff,"Replacement of L Pulm Vein with Nonaut Sub, Open Approach",24,false,false,true,false,false,true,false,false
296,lomustine,http://dummyimage.com/154x100.png/ff4444/ffffff,"Resection of Right Lower Lobe Bronchus, Perc Endo Approach",30,true,false,true,false,false,false,true,true
297,Bethanechol Chloride,http://dummyimage.com/211x100.png/5fa2dd/ffffff,"Revision of Drainage Device in Testis, Percutaneous Approach",27,true,false,true,false,false,true,true,false
298,Titanium Dioxide and Zinc Oxide,http://dummyimage.com/143x100.png/5fa2dd/ffffff,"Extirpation of Matter from Right Elbow Joint, Perc Approach",10,true,false,true,false,true,false,false,true
299,Lamotrigine,http://dummyimage.com/127x100.png/ff4444/ffffff,"Revision of Nonaut Sub in L Ear, Perc Endo Approach",4,true,false,true,true,true,false,false,true
300,Alcohol,http://dummyimage.com/157x100.png/cc0000/ffffff,Removal of Cast on Right Thumb,4,true,false,true,true,true,false,true,true
301,Titanium Dioxide,http://dummyimage.com/245x100.png/ff4444/ffffff,"Release Right Anterior Chamber, Percutaneous Approach",23,true,false,false,true,true,false,true,true
302,Ethyl Alcohol,http://dummyimage.com/159x100.png/5fa2dd/ffffff,"Revision of Synth Sub in L Pleural Cav, Open Approach",29,true,true,false,true,true,false,true,true
303,Calendula officinalis,http://dummyimage.com/136x100.png/5fa2dd/ffffff,"Revision of Synthetic Substitute in Thor Jt, Extern Approach",29,false,true,true,true,true,false,false,true
304,"Dextromethorphan HBr, Guaifenesin",http://dummyimage.com/131x100.png/cc0000/ffffff,"Drainage of Right Metacarpophalangeal Joint, Open Approach",17,true,false,true,true,false,false,false,false
305,Lisinopril,http://dummyimage.com/110x100.png/ff4444/ffffff,Change Traction Apparatus on Right Hand,5,false,false,true,true,true,true,true,true
306,Triamterene and Hydrochlorothiazide,http://dummyimage.com/144x100.png/5fa2dd/ffffff,"Monitoring of Respiratory Capacity, External Approach",5,true,false,true,false,true,true,false,false
307,ethyl alcohol,http://dummyimage.com/120x100.png/dddddd/000000,"Repair Right Shoulder Bursa and Ligament, Open Approach",11,false,true,false,false,false,true,false,false
308,Acetaminophen,http://dummyimage.com/212x100.png/dddddd/000000,Plain Radiography of Left Heart using High Osmolar Contrast,16,false,false,false,false,false,true,false,false
309,Diltiazem Hydrochloride,http://dummyimage.com/186x100.png/dddddd/000000,Transfer Assessment using Prosthesis,24,false,true,true,false,true,false,true,false
310,ALCOHOL,http://dummyimage.com/207x100.png/cc0000/ffffff,"Bypass Duodenum to Cutaneous with Synth Sub, Perc Approach",28,true,true,false,false,true,false,true,false
311,Cyclobenzaprine Hydrochloride,http://dummyimage.com/249x100.png/5fa2dd/ffffff,"Excision of Left Femoral Artery, Open Approach, Diagnostic",20,false,true,true,true,false,false,true,true
312,"Echinacea, Baptisia Tinctoria, Hydrastis Canadensis, Thiaminum Hydrochloricum, Pantothenic Acid, Pyridoxinum Hydrochloricum",http://dummyimage.com/245x100.png/cc0000/ffffff,"Resection of Right Metacarpocarpal Joint, Open Approach",8,true,false,true,false,true,false,true,false
313,SALICYLIC ACID,http://dummyimage.com/130x100.png/ff4444/ffffff,"Dilation of Superior Vena Cava, Perc Endo Approach",17,false,false,true,true,true,true,true,false
314,"Octinoxate, Octisalate, and Titanium Dioxide",http://dummyimage.com/174x100.png/dddddd/000000,"Bypass L Int Iliac Art to R Femor A w Synth Sub, Perc Endo",20,false,true,false,true,false,true,false,true
315,"Avobenzone, Octocrylene",http://dummyimage.com/104x100.png/dddddd/000000,CT Scan of Renal Art Transplant using Oth Contrast,9,false,false,true,false,true,false,false,true
316,Candesartan cilexetil,http://dummyimage.com/236x100.png/ff4444/ffffff,"Revision of Nonaut Sub in R Tarsal Jt, Perc Approach",14,false,true,false,false,true,false,false,true
317,HYDROCORTISONE BUTYRATE,http://dummyimage.com/208x100.png/ff4444/ffffff,"Bypass Lower Esophagus to Ileum, Endo",1,true,true,true,true,false,false,false,true
318,Quetiapine fumarate,http://dummyimage.com/117x100.png/ff4444/ffffff,Speech and/or Language Screening Assessment,3,true,true,false,true,true,false,false,true
319,Loperamide HCl,http://dummyimage.com/210x100.png/5fa2dd/ffffff,"Extraction of Pelvic Subcu/Fascia, Perc Approach",28,false,true,true,false,true,true,true,true
320,Doxycycline Hyclate,http://dummyimage.com/145x100.png/ff4444/ffffff,"Transfer Radial Nerve to Median Nerve, Perc Endo Approach",2,false,false,true,false,false,true,true,true
321,Calcium Carbonate,http://dummyimage.com/126x100.png/dddddd/000000,"Supplement L Ant Tib Art with Synth Sub, Open Approach",27,true,true,false,true,false,true,false,false
322,Calcium Acetate,http://dummyimage.com/156x100.png/dddddd/000000,"Drainage of Right Kidney Pelvis, Open Approach",9,true,true,true,false,false,true,true,false
323,Mometasone Furoate,http://dummyimage.com/249x100.png/5fa2dd/ffffff,"Drainage of Chest Wall, Open Approach",17,false,true,false,false,true,true,false,false
324,promethazine hydrochloride,http://dummyimage.com/203x100.png/ff4444/ffffff,"Drainage of Right Hand Tendon, Open Approach, Diagnostic",29,true,false,false,false,false,true,true,false
325,SOLANUM DULCAMARA TOP,http://dummyimage.com/105x100.png/ff4444/ffffff,"Drainage of Right Trunk Tendon, Open Approach, Diagnostic",18,false,false,false,false,false,false,true,true
326,"AVOBENZONE, HOMOSALATE, OCTINOXATE, OCTISALATE, OCTOCRYLENE",http://dummyimage.com/123x100.png/ff4444/ffffff,"Revision of Int Fix in Sacrum, Open Approach",8,false,false,true,false,true,true,true,false
327,Ibuprofen,http://dummyimage.com/204x100.png/cc0000/ffffff,"Repair Right Abdomen Muscle, Perc Endo Approach",11,false,false,true,false,false,false,false,true
328,Lovastatin,http://dummyimage.com/144x100.png/dddddd/000000,"Insertion of Radioact Elem into Chest Wall, Perc Approach",19,true,true,true,false,false,false,false,true
329,propranolol hydrochloride,http://dummyimage.com/127x100.png/ff4444/ffffff,"Division of Left Foot Bursa and Ligament, Perc Endo Approach",8,false,true,false,false,false,true,false,false
330,docusate sodium,http://dummyimage.com/209x100.png/5fa2dd/ffffff,"Drainage of Para-aortic Body, Perc Endo Approach",26,true,false,false,false,false,true,true,false
331,Famotidine,http://dummyimage.com/138x100.png/5fa2dd/ffffff,"Repair Left Femoral Artery, Open Approach",20,true,false,false,true,true,false,false,false
332,ALOE - ALUMINUM OXIDE - BRYONIA ALBA ROOT - CHELIDONIUM MAJUS - CHOLECALCIFEROL - COLLINSONIA - FRANGULA ALNUS BARK - NIACIN - PANTOTHENIC ACID - POTASSIUM CARBONATE - RHUBARB - SILYBUM MARIANUM SEED,http://dummyimage.com/135x100.png/5fa2dd/ffffff,"Drainage of R Foot Bursa/Lig, Open Approach, Diagn",18,true,true,false,true,true,false,true,false
333,ASPIRIN,http://dummyimage.com/180x100.png/dddddd/000000,"Repair Lower Esophagus, Percutaneous Approach",13,true,false,false,true,true,true,false,true
334,"TITANIUM DIOXIDE, ZINC OXIDE",http://dummyimage.com/194x100.png/ff4444/ffffff,"Replace R Less Saphenous w Autol Sub, Perc Endo",3,false,false,false,true,true,false,true,false
335,carvedilol,http://dummyimage.com/102x100.png/dddddd/000000,Plaque Radiation of Abdomen Lymphatics,8,false,false,false,true,false,false,true,false
336,TITANIUM DIOXIDE,http://dummyimage.com/204x100.png/dddddd/000000,"Replace Buttock Subcu/Fascia w Nonaut Sub, Open",5,false,true,true,false,true,false,false,false
337,PREDNISONE,http://dummyimage.com/194x100.png/cc0000/ffffff,"Drainage of Left Foot Artery, Open Approach",15,true,false,true,false,true,true,true,true
338,Citric Acid Monohydrate,http://dummyimage.com/174x100.png/5fa2dd/ffffff,"Bypass Right Ventricle to R Pulm Art, Open Approach",16,true,true,false,false,true,false,false,false
339,ibuprofen,http://dummyimage.com/243x100.png/dddddd/000000,"Supplement Azygos Vein with Synth Sub, Perc Approach",22,false,false,true,false,false,true,false,true
340,Simvastatin,http://dummyimage.com/137x100.png/5fa2dd/ffffff,"Release Left Axillary Vein, Percutaneous Approach",19,true,true,true,true,false,false,false,true
341,"WITCH HAZEL, CARTHAMUS TINCTORIS FLOWER BED, CORYDALIS AMBIGUA TUBER, LONGICERA CAPRIFOLIUM CAPRIFOLIUM FLOWER",http://dummyimage.com/228x100.png/dddddd/000000,"Occlusion R Ext Carotid w Bioact Intralum, Perc Endo",26,false,true,true,true,false,false,true,false
342,Natural Menthol,http://dummyimage.com/183x100.png/dddddd/000000,"Drainage of Right Thyroid Gland Lobe, Open Approach",7,false,false,false,true,true,false,true,true
343,Doxycycline,http://dummyimage.com/208x100.png/cc0000/ffffff,"Destruction of Left Tibia, Percutaneous Approach",21,true,false,false,false,true,true,true,true
344,rosiglitazone maleate,http://dummyimage.com/152x100.png/dddddd/000000,"Occlusion L Innom Vein w Intralum Dev, Perc Endo",11,true,true,false,false,false,false,false,true
345,"Benzalkonium Chloride, Lidocaine Hydrochloride",http://dummyimage.com/150x100.png/ff4444/ffffff,"Destruction of Right Renal Artery, Percutaneous Approach",20,true,true,false,true,true,true,true,true
346,Oxygen,http://dummyimage.com/130x100.png/ff4444/ffffff,"Drainage of Perineum Skin with Drain Dev, Extern Approach",10,true,true,true,true,false,true,true,false
347,Valacyclovir Hydrochloride,http://dummyimage.com/221x100.png/cc0000/ffffff,"Reposition Left Upper Femur with Ext Fix, Perc Approach",1,false,true,true,true,false,true,true,false
348,Calcium Carbonate,http://dummyimage.com/156x100.png/5fa2dd/ffffff,"Removal of Infusion Device from Vas Deferens, Endo",29,false,true,true,true,false,false,true,true
349,amlodipine besylate and atorvastatin calcium,http://dummyimage.com/107x100.png/ff4444/ffffff,"Supplement Left Frontal Bone with Nonaut Sub, Open Approach",18,false,true,true,true,false,true,false,false
350,Diphenhydramine Hydrochloride,http://dummyimage.com/178x100.png/cc0000/ffffff,"Drainage of Lower Tooth, Open Approach, Multiple",13,true,true,false,true,false,true,true,true
351,METFORMIN HYDROCHLORIDE,http://dummyimage.com/224x100.png/ff4444/ffffff,"Dilate of R Great Saphenous with Intralum Dev, Perc Approach",17,true,false,false,false,false,false,true,true
352,Oxymorphone hydrochloride,http://dummyimage.com/118x100.png/5fa2dd/ffffff,Beam Radiation of Humerus using Photons >10 MeV,6,false,true,false,false,false,false,true,false
353,Antihemophilic Factor (Recombinant),http://dummyimage.com/139x100.png/ff4444/ffffff,"Replacement of L Basilic Vein with Synth Sub, Open Approach",24,false,true,true,true,true,false,false,true
354,erlotinib hydrochloride,http://dummyimage.com/238x100.png/cc0000/ffffff,"Revision of Ext Fix in L Femur Shaft, Extern Approach",6,false,true,true,false,false,false,true,true
355,Ibuprofen,http://dummyimage.com/153x100.png/ff4444/ffffff,"Repair Right Atrium, Open Approach",14,true,true,true,false,false,false,false,false
356,"Acetaminophen, Dextromethorphan HBr, Doxylamine succinate",http://dummyimage.com/140x100.png/dddddd/000000,"Dilation of 2 Cor Art with 2 Intralum Dev, Open Approach",7,true,false,true,false,false,false,true,false
357,Water,http://dummyimage.com/176x100.png/ff4444/ffffff,"Bypass Abd Aorta to Low Ex Art w Synth Sub, Perc Endo",17,true,true,false,false,true,false,true,false
358,Docusate sodium and Sennosides,http://dummyimage.com/207x100.png/cc0000/ffffff,"Supplement Left Femoral Artery with Autol Sub, Perc Approach",21,true,true,false,false,false,true,false,true
359,"Hypericum, Aconitum Napellus, Lycopodium, Phosphorus, Rhus Toxicodendron",http://dummyimage.com/148x100.png/ff4444/ffffff,"Removal of Radioact Elem from R Breast, Extern Approach",21,true,false,false,true,true,false,false,true
360,Docusate Sodium,http://dummyimage.com/205x100.png/cc0000/ffffff,"Release Right Trunk Tendon, External Approach",2,true,true,false,false,true,false,true,false
361,"Menthol, Methyl salicylate",http://dummyimage.com/194x100.png/cc0000/ffffff,"Replace L Hip Jt, Acetab w Ceramic, Cement, Open",16,true,false,false,true,true,true,true,true
362,Hydroxyzine Hydrochloride,http://dummyimage.com/155x100.png/5fa2dd/ffffff,"Transfer Left Hand Muscle, Percutaneous Endoscopic Approach",16,false,true,false,true,false,true,false,true
363,Nortiptyline Hydrochloride,http://dummyimage.com/181x100.png/5fa2dd/ffffff,"Restrict of R Hypogast Vein with Extralum Dev, Open Approach",9,false,false,true,true,false,false,false,true
364,Pseudoephedrine Hydrochloride and Triprolidine Hydrochloride,http://dummyimage.com/188x100.png/cc0000/ffffff,"Revision of Monitoring Device in Diaphragm, Via Opening",22,false,false,true,false,false,true,true,false
365,Esomeprazole sodium,http://dummyimage.com/234x100.png/dddddd/000000,"Alteration of Upper Back with Synth Sub, Perc Endo Approach",21,false,true,false,false,true,false,false,false
366,VENLAFAXINE HYDROCHLORIDE,http://dummyimage.com/174x100.png/cc0000/ffffff,"Fragmentation in Sigmoid Colon, Perc Endo Approach",1,true,false,true,false,true,false,true,false
367,levothyroxine sodium,http://dummyimage.com/237x100.png/cc0000/ffffff,"Resection of Nasal Turbinate, Via Opening",22,true,false,true,false,true,false,true,true
368,"Diphenhydramine HCl, Phenylephrine HCl",http://dummyimage.com/222x100.png/ff4444/ffffff,"Extirpation of Matter from Left Atrium, Perc Approach",15,true,false,false,false,true,true,true,true
369,Stannous Fluoride,http://dummyimage.com/221x100.png/5fa2dd/ffffff,"Bypass R Ext Carotid to R Extracran Art, Open Approach",25,true,false,true,true,true,true,false,false
370,Octinoxate and Zinc Oxide,http://dummyimage.com/159x100.png/dddddd/000000,"Supplement Right Basilic Vein with Autol Sub, Perc Approach",12,false,false,true,true,false,true,true,true
371,MENTHOL,http://dummyimage.com/190x100.png/cc0000/ffffff,"Dilate L Thyroid Art, Bifurc, w 2 Intralum Dev, Open",20,false,true,true,false,true,true,false,false
372,Nitrofurantoin Macrocrystals,http://dummyimage.com/144x100.png/5fa2dd/ffffff,"Division of Right Lower Arm Skin, External Approach",9,true,true,false,true,false,true,true,false
373,quetiapine fumarate,http://dummyimage.com/148x100.png/5fa2dd/ffffff,"Supplement R Pulm Vein with Synth Sub, Open Approach",12,false,false,true,true,true,false,false,true
374,Allantoin,http://dummyimage.com/122x100.png/ff4444/ffffff,"Replacement of L Knee Tendon with Autol Sub, Open Approach",23,false,false,false,false,true,true,true,true
375,NOT APPLICABLE,http://dummyimage.com/127x100.png/5fa2dd/ffffff,"Replacement of Bi Breast with Autol Sub, Perc Approach",13,false,false,true,false,false,true,true,true
376,Titanium Dioxide and Zinc Oxide,http://dummyimage.com/190x100.png/dddddd/000000,"Extirpation of Matter from Thor Spinal Cord, Open Approach",6,false,false,false,true,true,false,false,true
377,Meningococcal Groups C and Y and Haemophilus b Tetanus Toxoid Conjugate Vaccine,http://dummyimage.com/250x100.png/dddddd/000000,"Alteration of R Wrist with Autol Sub, Open Approach",29,true,true,false,true,true,false,true,true
378,"dextromethorphan hydrobromide, guaifenesin, phenylephrine hydrochloride",http://dummyimage.com/240x100.png/dddddd/000000,"Restrict Int Mamm, R Lymph w Intralum Dev, Open",26,false,false,true,true,false,true,false,true
379,Nifedipine,http://dummyimage.com/180x100.png/ff4444/ffffff,"Dilate of L Temporal Art with 3 Intralum Dev, Perc Approach",25,true,true,false,false,false,true,true,true
380,Sodium Fluoride,http://dummyimage.com/200x100.png/5fa2dd/ffffff,"Revision of Nonaut Sub in L Ulna, Perc Approach",11,false,true,false,true,true,true,false,true
381,"Anthracinum, Pyrogenium, Aconitum nap., Aloe, Apis mel., Arnica, Arsenicum alb., Baptisia, Belladonna, Bryonia, Cantharis, Chelidonium majus, Crotalus horridus, Ferrum phosphoricum, Gaultheria procumbens, Hepar sulph. calc., Iodium, Lachesis, Nux vom., Phosphorus, Pulsatilla, Rhus toxicodendron, Veratrum viride, Verbascum, Echinacea",http://dummyimage.com/221x100.png/ff4444/ffffff,"Revision of Infusion Device in Testis, Endo",19,true,true,true,false,true,false,false,true
382,"Avobenzone, Homosalate, Octisalate, and Octocrylene",http://dummyimage.com/105x100.png/cc0000/ffffff,"Excision of Right Foot, Percutaneous Approach",8,false,true,true,true,false,true,true,false
383,ETHYL ALCOHOL,http://dummyimage.com/139x100.png/ff4444/ffffff,"Reposition Right Rib, Percutaneous Approach",3,false,false,false,true,true,true,true,false
384,aspirin,http://dummyimage.com/168x100.png/5fa2dd/ffffff,"Bypass L Kidney Pelvis to Ileocutan w Synth Sub, Open",7,false,true,true,true,true,false,true,false
385,Venlafaxine Hydrochloride,http://dummyimage.com/167x100.png/cc0000/ffffff,"Destruction of Sacral Nerve, Open Approach",22,false,false,true,false,false,true,true,false
386,Guanfacine Hydrochloride,http://dummyimage.com/120x100.png/ff4444/ffffff,"Inspection of Right Upper Extremity, Perc Endo Approach",23,true,true,true,false,true,true,false,false
387,Doxycycline hyclate,http://dummyimage.com/109x100.png/dddddd/000000,"Reposition Cervical Plexus, Percutaneous Approach",18,false,false,true,false,false,true,false,false
388,Meloxicam,http://dummyimage.com/182x100.png/5fa2dd/ffffff,"Removal of Int Fix from Sternum, Extern Approach",9,false,true,true,false,false,true,false,true
389,Simethicone,http://dummyimage.com/111x100.png/ff4444/ffffff,Stereotactic Gamma Beam Radiosurgery of Adrenal Glands,25,true,false,true,true,true,true,false,true
390,ALUMINUM CHLOROHYDRATE,http://dummyimage.com/156x100.png/cc0000/ffffff,"Transfer Facial Nerve to Trochlear Nerve, Open Approach",1,false,false,true,true,false,true,true,true
391,Aluminum Zirconium Tetrachlorohydrex Gly,http://dummyimage.com/127x100.png/cc0000/ffffff,"Excision of Head and Neck Tendon, Open Approach",17,false,false,false,false,false,true,false,false
392,Ezetimibe,http://dummyimage.com/140x100.png/5fa2dd/ffffff,"Insertion of Int Fix into L Acetabulum, Perc Endo Approach",20,false,false,true,true,true,false,true,false
393,"Octinoxate, Octisalate, Avobenzone",http://dummyimage.com/248x100.png/ff4444/ffffff,"Dilate L Com Carotid w 4+ Intralum Dev, Perc Endo",9,true,false,false,false,true,false,false,false
394,Flecainide,http://dummyimage.com/249x100.png/cc0000/ffffff,Beam Radiation of Bone Marrow using Heavy Particles,8,true,true,true,true,true,false,true,false
395,Ceftriaxone Sodium,http://dummyimage.com/236x100.png/ff4444/ffffff,"Drainage of R Hip Bursa/Lig with Drain Dev, Perc Approach",29,false,true,true,false,true,false,true,false
396,Terbinafine Hydrochloride,http://dummyimage.com/190x100.png/ff4444/ffffff,"Revise of Synth Sub in R Acromioclav Jt, Perc Endo Approach",24,true,true,true,false,true,true,true,true
397,LANOLIN,http://dummyimage.com/176x100.png/cc0000/ffffff,"Supplement Lumsac Jt with Nonaut Sub, Perc Endo Approach",10,true,false,true,true,false,true,true,true
398,dexmethylphenidate hydrochloride,http://dummyimage.com/247x100.png/dddddd/000000,"Drainage of Right Patella, Open Approach, Diagnostic",20,true,true,true,false,false,false,true,false
399,Lidocaine and Prilocaine,http://dummyimage.com/114x100.png/ff4444/ffffff,"Occlusion of Left Lower Lobe Bronchus, Open Approach",11,true,true,false,false,true,false,true,false
400,fentanyl citrate,http://dummyimage.com/243x100.png/dddddd/000000,"Supplement L Low Leg Tendon w Autol Sub, Perc Endo",2,false,false,true,true,false,false,false,false
401,"Codeine Phosphate, Promethazine Hydrochloride, and Phenylephrine Hydrochloride",http://dummyimage.com/131x100.png/cc0000/ffffff,"Muscles, Drainage",1,true,true,false,false,true,false,false,true
402,Hamster Epithelium,http://dummyimage.com/213x100.png/cc0000/ffffff,"Supplement Bilateral Breast with Autol Sub, Open Approach",24,false,true,true,true,false,false,true,true
403,Lien Plumbum,http://dummyimage.com/220x100.png/ff4444/ffffff,"Destruction of Celiac Artery, Perc Endo Approach",26,false,false,true,true,true,false,false,true
404,Gabapentin,http://dummyimage.com/195x100.png/ff4444/ffffff,"Supplement Left Knee Joint with Nonaut Sub, Perc Approach",15,false,false,true,true,false,false,false,false
405,ALCOHOL,http://dummyimage.com/155x100.png/cc0000/ffffff,"Reposition Right Shoulder Muscle, Perc Endo Approach",17,false,true,true,false,false,true,false,false
